,Name,Ticker,quandlCode,quandlName,2014Fluctation,2014Vol,2013Fluctation,2013Vol,2012Fluctation,2012Vol,2012to2014,FlucAvg
220,NEW YORK & CO,NWY,GOOG/NYSE_NWY,"New York &amp; Company, Inc. (NWY)",99.62%,"173,921",97.65%,"166,679",106.22%,"156,702",0.21794871794871806,1.0116204642776652
222,GOL LINHAS AEREAS INTEL-ADR,GOL,GOOG/OTC_ABGFF,American Bonanza Gol (ABGFF),200.00%,"43,438","4,700.00%","50,864",307.14%,"54,973",-0.9574468085106382,17.357142857142858
226,GFI GROUP INC,GFIG,GOOG/NYSE_GFIG,GFI Group Inc. (GFIG),100.67%,"484,048",81.93%,"236,785",102.47%,"265,004",0.32981530343007925,0.9502117110416974
229,WESTERN ALLIANCE BANCORP,WAL,GOOG/NYSE_WAL,Western Alliance Bancorporation (WAL),28.39%,"396,725",125.81%,"403,661",100.18%,"372,394",3.7763636363636364,0.8479458017607691
235,REGIONS FINANCIAL CORP,RF,GOOG/NASDAQ_RFIL,"RF Industries, Ltd. (RFIL)",231.19%,"90,623",194.52%,"92,941",43.21%,"7,997",0.36111111111111116,1.5630878220582598
237,HILL INTERNATIONAL INC,HIL,GOOG/NYSE_HIL,Hill International Inc (HIL),143.85%,"255,400",59.92%,"73,109",137.77%,"76,246",-0.2252066115702479,1.1384807989710117
245,QUAD GRAPHICS INC,QUAD,GOOG/NYSE_QUAD,"Quad/Graphics, Inc. (QUAD)",49.18%,"147,858",134.96%,"164,438",69.28%,"221,815",0.6081180811808116,0.8447218921481073
247,BUILD-A-BEAR WORKSHOP INC,BBW,GOOG/NYSE_BBW,"Build-A-Bear Workshop, Inc (BBW)",151.73%,"133,420",184.31%,"43,561",167.38%,"103,132",1.4040920716112533,1.6780836920133908
249,BLUELINX HOLDINGS INC,BXC,GOOG/NYSE_BXC,BlueLinx Holdings Inc. (BXC),77.27%,"132,797",111.32%,"140,135",126.98%,"55,002",-0.23899371069182396,1.0519253632461179
260,LINKEDIN CORP - A,LNKD,GOOG/NYSE_LNKD,LinkedIn Corp (LNKD),67.52%,"2,404,928",141.25%,"2,129,105",108.62%,"2,761,243",2.36,1.0579687751636049
261,HERBALIFE LTD,HLF,GOOG/NYSE_HLF,Herbalife Ltd. (HLF),118.16%,"2,776,385",181.89%,"4,716,078",71.28%,"2,089,375",-0.2282976324689966,1.2377501598693559
263,SILVER WHEATON CORP,SLW,GOOG/NYSE_SLW,Silver Wheaton Corp. (USA) (SLW),59.82%,"4,476,644",113.72%,"4,965,145",77.02%,"4,925,992",-0.32218649517684894,0.8352323557513124
268,NEENAH PAPER INC,NP,GOOG/NASDAQ_NPSP,"NPS Pharmaceuticals, Inc. (NPSP)",72.53%,"2,011,888",363.93%,"1,831,687",118.51%,"942,128",5.572564612326044,1.8498776586938186
271,PRESTIGE BRANDS HOLDINGS INC,PBH,GOOG/NYSE_PBH,"Prestige Brands Holdings, Inc. (PBH)",41.69%,"348,173",84.82%,"292,942",149.88%,"398,251",2.9241379310344833,0.9212996213565688
273,FLEETCOR TECHNOLOGIES INC,FLT,GOOG/NYSE_FLT,"FleetCor Technologies, Inc. (FLT)",53.46%,"806,823",139.85%,"755,648",91.66%,"347,740",4.7392423685178375,0.949874574901698
280,VERIFONE SYSTEMS INC,PAY,GOOG/NYSE_PAY,VeriFone Systems Inc (PAY),61.77%,"1,612,439",128.19%,"2,832,387",95.51%,"2,773,994",-0.09079632845447794,0.9515646240955782
291,BRIDGEPOINT EDUCATION INC,BPI,GOOG/NYSE_BPI,Bridgepoint Education Inc (BPI),87.25%,"252,021",122.76%,"339,082",220.71%,"462,807",-0.45377358490566033,1.4357689992792801
306,KAPSTONE PAPER AND PACKAGING,KS,GOOG/NYSE_KS,KapStone Paper and Packaging Corp. (KS),36.35%,"958,701",174.31%,"627,065",52.92%,"542,609",2.9081364829396326,0.8785731151674047
309,ALON USA ENERGY INC,ALJ,GOOG/NYSE_ALJ,"Alon USA Energy, Inc. (ALJ)",37.71%,"765,582",136.17%,"660,244",91.83%,"345,525",0.9416149068322981,0.8857148839727826
316,GREAT WESTERN BANCORP INC,GWB,GOOG/FRA_G7B,GWB Immobilien AG (G7B),400.00%,"27,691",650.00%,"16,248","1,216.67%","20,841",-0.9746835443037974,7.555555555555556
318,FORTUNA SILVER MINES INC,FSM,GOOG/NYSE_FSM,Fortuna Silver Mines Inc. (FSM),133.98%,"245,907",90.42%,"259,132",125.46%,"229,024",-0.23880597014925375,1.1661947087163926
322,VOYA GLOBAL ADVANTAGE AND PR,IGA,GOOG/LON_IGAS,IGAS Energy PLC (IGAS),223.55%,"331,127",125.00%,"254,897",88.94%,"67,515",0.25346341463414634,1.4582915106977732
334,LEIDOS HOLDINGS INC,LDOS,GOOG/AMEX_HEB,"Hemispherx BioPharma, Inc (HEB)",189.47%,"1,877,532",326.32%,"1,299,289",455.56%,"969,334",0.42105263157894735,3.2378167641325537
339,DHT HOLDINGS INC,DHT,GOOG/NYSE_DHT,DHT Holdings Inc (DHT),63.94%,"530,807",52.47%,"61,204","2,811.48%","98,271",-0.46099290780141844,9.75961853046984
350,TERNIUM SA-SPONSORED ADR,TX,GOOG/PINK_TXHG,TX Holdings Inc. (TXHG),180.00%,"52,911",400.00%,"48,476","3,100.00%","40,231",-0.921875,12.266666666666666
354,EXCO RESOURCES INC,XCO,GOOG/NYSE_XCO,EXCO Resources Inc (XCO),192.63%,"4,934,374",80.00%,"3,256,419",112.48%,"4,975,521",-0.6464354527938343,1.2836835477747874
355,MUELLER WATER PRODUCTS INC-A,MWA,GOOG/NYSE_MWA,"Mueller Water Products, Inc. (MWA)",30.83%,"1,079,913",77.76%,"1,328,644",162.69%,"1,169,259",3.692682926829268,0.9042395632504839
366,DEMAND MEDIA INC,DMD,GOOG/NYSE_DMD,Demand Media Inc (DMD),"1,140.95%","151,996",103.35%,"108,690",99.49%,"81,213",-0.83007299270073,4.4793125303162205
373,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,GOOG/NYSE_SPR,"Spirit AeroSystems Holdings, Inc. (SPR)",60.92%,"1,417,534",115.43%,"1,403,032",84.12%,"1,177,272",1.3595132743362832,0.8682269274456414
379,PENGROWTH ENERGY CORP,PGH,GOOG/NYSE_PGH,Pengrowth Energy Corp (USA) (PGH),94.05%,"1,548,876",63.64%,"1,801,982",120.83%,"1,332,226",-0.5845665961945032,0.9284125034125035
387,NORTH AMERICAN ENERGY PARTNE,NOA,GOOG/NYSE_NOA,North American Energy Partners Inc.(USA) (NOA),74.43%,"77,426",86.96%,"65,334",194.89%,"100,810",-0.20249221183800625,1.187610428170429
389,DANAOS CORP,DAC,GOOG/PINK_DAAT,DAC Technologies Group (DAAT),85.71%,"10,705",460.00%,"12,654","1,300.00%","13,407",0.04999999999999982,6.152380952380953
394,SKILLED HEALTHCARE GROU-CL A,SKH,GOOG/NYSE_SKH,"Skilled Healthcare Group, Inc. (SKH)",73.13%,"122,874",75.24%,"175,312",108.85%,"179,642",0.8025641025641026,0.8574103434208574
396,DCT INDUSTRIAL TRUST INC,DCT,GOOG/NYSE_DCT,DCT Industrial Trust Inc. (DCT),313.86%,"1,346,971",34.14%,"1,166,448",55.91%,"795,344",0.9100678733031675,1.3463553251070781
399,EATON VANCE TAX-MANAGED DIVE,ETY,GOOG/LON_ETI,Enterprise Inns plc (ETI),63.84%,"603,993",100.38%,"627,895",209.32%,"679,956",2.1313432835820896,1.245139543477842
402,AERCAP HOLDINGS NV,AER,GOOG/NYSE_AER,AerCap Holdings N.V. (AER),137.86%,"1,147,795",72.54%,"414,126",39.79%,"357,344",3.5467625899280577,0.8339490483362627
412,TRINA SOLAR LTD-SPON ADR,TSL,GOOG/NYSE_TSL,Trina Solar Limited (ADR) (TSL),102.21%,"4,975,730",661.37%,"4,304,820",400.00%,"2,528,646",0.46121297602256695,3.878594874075896
419,VALIDUS HOLDINGS LTD,VR,GOOG/NYSE_VRS,Verso Paper Corp. (VRS),711.11%,"331,117",166.13%,"31,397",174.73%,"118,556",1.6610169491525428,3.506551393648168
420,CELLCOM ISRAEL LTD,CEL,GOOG/AMEX_CVM,CEL-SCI Corporation (CVM),221.05%,"1,022,950",359.74%,"228,497",109.96%,"125,230",-0.8206686930091185,2.3025243471019836
423,TRAVELCENTERS OF AMERICA LLC,TA,GOOG/AMEX_TA,TravelCenters of America LLC (TA),63.09%,"310,690",192.36%,"341,199",67.82%,"157,577",1.2813238770685578,1.0775665004122457
429,VOYA ASIA PACIFIC HIGH DIVID,IAE,GOOG/LON_IAE,Ithaca Energy Inc. (IAE),121.14%,"316,632",52.07%,"313,635",119.11%,"397,227",-0.3506224066390041,0.9743681621329926
439,ACORN INTERNATIONAL INC-ADR,ATV,GOOG/NYSE_ATV,"Acorn International, Inc. (ADR) (ATV)",112.88%,"22,437",87.18%,"4,498",164.89%,"6,620",-0.5191489361702128,1.216506306931839
440,EMP DISTRIB Y COMERC NOR-ADR,EDN,GOOG/NYSE_EDN,EDENOR S.A. (ADR) (EDN),234.08%,"145,125",316.36%,"27,492",368.67%,"5,990",1.4797794117647056,3.063691273792694
445,LUMBER LIQUIDATORS HOLDINGS,LL,GOOG/NYSE_LL,Lumber Liquidators Holdings Inc (LL),126.39%,"993,828",144.00%,"632,479",280.34%,"578,802",3.1419228253760627,1.8357752805099388
447,SOLARWINDS INC,SWI,GOOG/NYSE_SWI,SolarWinds Inc (SWI),57.58%,"805,735",89.93%,"929,944",117.40%,"1,061,970",0.6859205776173285,0.883003427833874
448,DELTA AIR LINES INC,DAL,GOOG/NYSE_DAL,"Delta Air Lines, Inc. (DAL)",66.26%,"12,864,302",197.30%,"13,767,969",69.94%,"11,741,253",5.110955056179775,1.111664898050374
453,B&G FOODS INC,BGS,GOOG/NASDAQ_BGMD,"BG Medicine, Inc. (BGMD)",462.16%,"1,043,397",514.55%,"380,800",687.96%,"57,947",-0.88,5.548901932235265
454,ORBITZ WORLDWIDE INC,OWW,GOOG/NYSE_OWW,"Orbitz Worldwide, Inc. (OWW)",46.46%,"1,359,206",476.26%,"881,741",121.90%,"261,398",1.6376306620209058,2.1487199164878454
459,DISCOVER FINANCIAL SERVICES,DFS,GOOG/NYSE_DF,Dean Foods Co (DF),45.12%,"2,471,484",333.30%,"1,862,031",103.35%,"1,761,798",-0.07738095238095233,1.6059065035080635
461,CVR ENERGY INC,CVI,GOOG/NYSE_CVI,"CVR Energy, Inc. (CVI)",42.38%,"437,173",109.34%,"528,921",152.94%,"1,334,881",1.8425058548009368,1.0155251228252642
463,CIA ENERGETICA DE-SPON ADR,CIG,GOOG/OTCBB_CIGW,CIG Wireless Corp (CIGW),795.83%,"30,761",143.90%,"3,760",148.76%,"1,879",-0.8986666666666667,3.6283066375439876
471,E-HOUSE CHINA HOLDINGS-ADR,EJ,GOOG/NYSE_EJ,E-House (China) Holdings Limited (ADR) (EJ),97.24%,"2,124,870",310.96%,"755,527",119.01%,"257,193",0.6486956521739131,1.7573747029071385
480,K12 INC,LRN,GOOG/NYSE_LRN,K12 Inc. (LRN),123.20%,"358,383",132.92%,"338,977",78.05%,"401,688",-0.48830409356725146,1.113882389905954
484,EXTERRAN HOLDINGS INC,EXH,GOOG/NYSE_EXH,"Exterran Holdings, Inc. (EXH)",49.41%,"997,705",65.37%,"599,688",155.65%,"975,821",2.868686868686868,0.9014280454904094
488,INFOBLOX INC,BLOX,GOOG/NYSE_BLOX,Infoblox Inc (BLOX),277.50%,"1,432,621",244.59%,"668,673",65.54%,"274,512",-0.22112676056338032,1.9587401557453206
490,MAGNACHIP SEMICONDUCT,MX,GOOG/NYSE_MX,Magnachip Semiconductor Corp (MX),101.79%,"255,855",93.51%,"464,151",97.64%,"211,554",0.544836956521739,0.9764627557584458
493,FLY LEASING LTD-ADR,FLY,GOOG/PINK_BCONQ,BP FLY Corp (BCONQ),100.00%,"50,227",700.00%,"70,218",800.00%,"105,628",-0.75,5.333333333333333
495,CHINA DIGITAL TV HOLDING-ADR,STV,GOOG/LON_STVG,STV Group Plc. (STVG),32.63%,"8,502",226.82%,"1,760",60.93%,"10,807",3.195402298850575,1.0679326521431785
498,ROYAL BANK OF SCOT-SPON ADR,RBS,GOOG/PINK_CRBN,Counsel RB Capital Inc (CRBN),220.00%,"31,102",131.03%,"1,179",150.00%,"2,191",-0.8571428571428572,1.6701149425287358
501,RESOLUTE ENERGY CORP,REN,GOOG/NYSE_REN,Resolute Energy Corp (REN),282.93%,"792,443",50.46%,"529,959",71.19%,"586,100",-0.7746938775510204,1.34859771387207
502,DR PEPPER SNAPPLE GROUP INC,DPS,GOOG/LON_DPP,DP Poland Plc (DPP),97.80%,"3,854",87.12%,"1,095",250.62%,"8,138",-0.8515625,1.4517868205666433
506,CHINA NEPSTAR CHAIN DRUG-ADR,NPD,GOOG/NYSE_NPD,China Nepstar Chain Drugstore Ltd.(ADR) (NPD),97.59%,"104,001",49.33%,"47,033",112.58%,"63,216",-0.1830357142857143,0.865021587453567
507,AGRIA CORP - ADR,GRO,GOOG/NYSE_GRO,Agria Corporation (ADR) (GRO),111.34%,"107,703",137.68%,"65,035",101.43%,"70,750",0.06481481481481466,1.1681664567814276
512,FABRINET,FN,GOOG/NYSE_FN,Fabrinet (FN),58.17%,"228,531",70.58%,"180,295",119.14%,"149,797",0.2892376681614348,0.8263391519407891
516,XINYUAN REAL ESTATE CO L-ADR,XIN,GOOG/NYSE_XIN,"Xinyuan Real Estate Co., Ltd. (ADR) (XIN)",156.50%,"311,421",129.56%,"591,173",122.54%,"327,554",0.5166666666666666,1.3620178106043177
517,WHITING USA TRUST I,WHX,GOOG/NYSE_WHX,Whiting USA Trust (WHX),243.58%,"329,579",180.65%,"396,189",260.80%,"237,594",-0.8808022922636103,2.283386782767302
519,TEEKAY TANKERS LTD-CLASS A,TNK,GOOG/NYSE_TNK,Teekay Tankers Ltd. (TNK),76.03%,"544,311",42.68%,"437,091",154.96%,"1,019,717",0.20430107526881724,0.9122215483351642
535,VERSO PAPER CORP,VRS,GOOG/NYSE_VRS,Verso Paper Corp. (VRS),711.11%,"331,117",166.13%,"31,397",174.73%,"118,556",1.6610169491525428,3.506551393648168
536,DIGITALGLOBE INC,DGI,GOOG/NYSE_DGI,DigitalGlobe Inc (DGI),63.24%,"723,590",57.67%,"772,955",122.71%,"488,558",0.9098976109215018,0.8120507505167048
538,RACKSPACE HOSTING INC,RAX,GOOG/NYSE_RAX,"Rackspace Hosting, Inc. (RAX)",73.36%,"3,185,725",129.95%,"2,077,921",76.14%,"1,958,046",0.15341772151898736,0.9315036232888879
539,SAFE BULKERS INC,SB,GOOG/NYSE_SB,"Safe Bulkers, Inc. (SB)",138.12%,"563,602",165.41%,"347,258",124.34%,"217,935",-0.11333333333333329,1.4262466032817525
540,LAREDO PETROLEUM INC,LPI,GOOG/NYSE_LPI,Laredo Petroleum Holdings Inc (LPI),92.18%,"2,049,232",110.16%,"903,210",48.07%,"329,970",-0.07016574585635371,0.834688869944126
542,DEMANDWARE INC,DWRE,GOOG/NYSE_DWRE,Demandware Inc (DWRE),75.77%,"541,898",167.54%,"305,380",50.67%,"241,562",1.4993641373463333,0.979920976825264
543,NORANDA ALUMINUM HOLDING COR,NOR,GOOG/NYSE_NOR,Noranda Aluminum Holding Corporation (NOR),141.63%,"716,592",199.10%,"435,323",134.17%,"400,122",-0.44138929088277856,1.5830223405717003
544,NAVIOS MARITIME ACQUISITION,NNA,GOOG/NYSE_NNA,Navios Maritime Acquisition Corp (NNA),96.36%,"378,866",97.16%,"139,332",61.95%,"33,904",0.11111111111111094,0.8515319202092547
553,STR HOLDINGS INC,STRI,GOOG/NYSE_STRI,"STR Holdings, Inc. (STRI)",57.98%,"211,919",89.70%,"237,860",485.49%,"305,057",-0.8619489559164732,2.110574636511851
558,PROTO LABS INC,PRLB,GOOG/NYSE_PRLB,Proto Labs Inc (PRLB),47.63%,"385,718",158.59%,"439,967",44.73%,"180,962",1.3110344827586204,0.8364906564394582
562,KB FINANCIAL GROUP INC-ADR,KB,GOOG/NYSE_KBH,KB Home (KBH),50.00%,"3,975,275",76.78%,"4,626,933",166.56%,"6,282,382",1.6666666666666665,0.9778071365873681
564,MATADOR RESOURCES CO,MTDR,GOOG/NYSE_MTDR,Matador Resources Co (MTDR),58.87%,"950,979",196.50%,"522,445",44.72%,"209,004",0.9574468085106382,1.0003273887149788
571,GAIN CAPITAL HOLDINGS INC,GCAP,GOOG/NYSE_GCAP,Gain Capital Holdings Inc (GCAP),96.51%,"301,162",263.20%,"186,795",81.01%,"53,683",0.5149999999999999,1.4690548379942774
578,WESTERN ASSET INV GRA DEF OP,IGI,GOOG/AMEX_IG,"IGI Laboratories, Inc. (IG)",253.87%,"489,675",206.00%,"63,579",436.00%,"11,808",7.688073394495413,2.986244131455399
582,AMREIT INC,AMRE,GOOG/PINK_AAMRQ,AMR Corporation (AAMRQ),20.45%,"15,149,575","2,611.11%","10,507,224",575.00%,"3,848,594",6.074534161490683,10.688544739429695
584,EXAMWORKS GROUP INC,EXAM,GOOG/NYSE_EXAM,"Examworks Group, Inc. (EXAM)",37.95%,"337,452",141.40%,"220,808",133.96%,"170,396",5.071651090342678,1.0443552635334747
591,APOLLO COMMERCIAL REAL ESTAT,ARI,GOOG/PINK_ARIS,"ARI Network Services, Inc. (ARIS)",86.11%,"11,034",56.92%,"9,427",116.67%,"10,247",1.6079999999999997,0.8656695156695156
599,COBALT INTERNATIONAL ENERGY,CIE,GOOG/NYSE_CIE,"Cobalt International Energy, Inc. (CIE)",136.91%,"3,717,107",38.91%,"3,187,128",290.00%,"2,157,780",0.21075740944017562,1.5527550295397863
605,PETROBRAS ARGENTINA - ADR,PZE,GOOG/NYSE_PZE,Petrobras Argentina SA ADR (PZE),66.82%,"190,279",97.41%,"143,842",135.81%,"157,768",-0.03076923076923077,1.0001309624388044
609,BOX INC,BOX,GOOG/NYSE_TEU,Box Ships Inc (TEU),402.94%,"194,476",98.39%,"193,202",107.06%,"136,950",-0.916923076923077,2.027974276527331
610,AVIVA PLC - SPON ADR,AV,GOOG/NASDAQ_AVHI,AV Homes Inc (AVHI),49.39%,"37,258",60.96%,"33,978",167.52%,"40,527",1.3510971786833856,0.9262237324890173
612,BALTIC TRADING LTD,BALT,GOOG/NYSE_BALT,Baltic Trading Ltd (BALT),155.89%,"823,780",104.03%,"333,805",83.63%,"111,976",-0.19026548672566357,1.1451715105333138
627,OI SA-ADR-WI,OIBR,GOOG/NYSE_OIBR,Oi SA (ADR) (OIBR),358.54%,"12,104,884",202.74%,"3,552,114",90.74%,"2,215,162",-0.9007220216606499,2.173373354053797
631,CALIX INC,CALX,GOOG/NYSE_CALX,Calix Inc (CALX),54.18%,"394,861",99.14%,"372,378",176.04%,"552,801",0.39147802929427433,1.0978505502656761
638,YELP INC,YELP,GOOG/NYSE_YELP,Yelp Inc (YELP),88.07%,"4,273,030",314.67%,"2,135,945",89.82%,"1,062,158",1.3938161106590727,1.6418587784460759
642,IFM INVESTMENTS LTD-ADS,CTC,GOOG/NASDAQ_CTCM,"CTC Media, Inc. (CTCM)",186.01%,"759,340",68.13%,"604,149",64.56%,"489,711",-0.30153508771929816,1.062325674237263
650,EXPRESS INC,EXPR,GOOG/NYSE_EXPR,"Express, Inc. (EXPR)",96.51%,"1,660,698",101.31%,"1,285,357",147.07%,"1,519,670",-0.26726279185295576,1.1496368346289418
655,NISKA GAS STORAGE PARTNERS-U,NKA,GOOG/NYSE_NKA,Niska Gas Storage Partners LLC (NKA),260.26%,"148,991",53.76%,"95,357",54.06%,"187,438",-0.3171557562076749,1.2269652465658905
657,GREEN DOT CORP-CLASS A,GDOT,GOOG/NYSE_GDOT,Green Dot Corporation (GDOT),58.73%,"475,126",126.88%,"507,943",274.06%,"566,278",-0.25016880486158,1.5322486265012667
658,ACCURIDE CORP,ACW,GOOG/NYSE_ACW,Accuride Corporation (ACW),69.82%,"251,806",160.16%,"315,023",296.07%,"365,662",-0.14554794520547942,1.7534953473424462
659,TOWER INTERNATIONAL INC,TOWR,GOOG/NYSE_TOWR,Tower International Inc (TOWR),82.38%,"201,808",244.72%,"152,612",128.31%,"30,747",1.6164948453608248,1.518039614003109
