Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
TORTOISE ENERGY INDEPENDENCE,NDP,UN,Closed-End Fund,Equity,BBG002W91026,BBG002W90ZY5,627092666816,EQ0000000023235411
CLEARBRIDGE ENERGY MLP TOTAL,CTR,UN,Closed-End Fund,Equity,BBG002WD8P98,BBG002WD8P52,627092712767,EQ0000000023293307
SALIENT MIDSTREAM & MLP FUND,SMM,UN,Closed-End Fund,Equity,BBG002WD8RZ5,BBG002WD8RV9,627073758174,EQ0000000023293372
SERVICEMASTER GLOBAL HOLDING,SERV,UN,Common Stock,Equity,BBG0067MQ029,BBG002WMH2F2,627108117118,EQ0000000023381420
SOUTHCROSS ENERGY PARTNERS L,SXE,UN,MLP,Equity,BBG002WXJV71,BBG002WXJV26,627065937238,EQ0000000023526472
COHEN & STEERS LIMITED DURAT,LDP,UN,Closed-End Fund,Equity,BBG002YMSB68,BBG002YMSB22,627093036711,EQ0000000023915466
MAXUM ENERGY LOGISTICS PARTN,MXLP,UN,Unit,Equity,BBG002YVF271,BBG002YVF235,627093067568,EQ0000000023977447
CEVA INVESTMENTS LTD,CEVL,UN,Common Stock,Equity,BBG002YVHPF9,BBG002YVHP96,627093069180,EQ0000000023982307
NUVEEN PFD AND INC TERM FD,JPI,UN,Closed-End Fund,Equity,BBG002Z67TY5,BBG002Z67TT1,627093135151,EQ0000000024106565
CROSSAMERICA PARTNERS LP,CAPL,UN,MLP,Equity,BBG002Z9XDF6,BBG002Z9XD93,627093162998,EQ0000000024166786
SHUTTERSTOCK INC,SSTK,UN,Common Stock,Equity,BBG002ZCK2Z5,BBG002ZCK2V9,627093175717,EQ0000000024184653
ZAYO GROUP HOLDINGS INC,ZAYO,UN,Common Stock,Equity,BBG006RDYHK1,BBG002ZM63J5,627110341155,EQ0000000024335011
CKE INC,CK,UN,Common Stock,Equity,BBG002ZSH0Q8,BBG002ZSH0L3,627093262934,EQ0000000024419232
MAINSTAY DEFINEDTERM MUNICIP,MMD,UN,Closed-End Fund,Equity,BBG002ZTQ0K2,BBG002ZTPRG9,627093951353,EQ0000000024436403
INTELSAT SA,I,UN,Common Stock,Equity,BBG002ZY3WH0,BBG002ZY3W71,627093274320,EQ0000000024442278
NATIONAL COMMERCIAL BANK-ADR,NCJ,UN,ADR,Equity,BBG00322G1T5,BBG00322G1P9,627093387780,EQ0000000024543506
CLAIRE'S INC,CLRS,UN,Common Stock,Equity,BBG004JB3C79,BBG003319169,627099368605,EQ0000000024973178
QUINTILES TRANSNATIONAL HOLD,Q,UN,Common Stock,Equity,BBG0044K3GK1,BBG00333FYS2,627065812989,EQ0000000025008445
ALEXANDER & BALDWIN INC,ALEX,UN,Common Stock,Equity,BBG0033KWFG9,BBG0033KWFB4,627093672151,EQ0000000025169019
NATURAL GROCERS BY VITAMIN C,NGVC,UN,Common Stock,Equity,BBG0034VYLL3,BBG0034VYLG9,627093864546,EQ0000000025248210
BABSON CAPITAL GLOBAL SHORT,BGH,UN,Closed-End Fund,Equity,BBG0034WH4D7,BBG0034WH483,627093871294,EQ0000000025256870
STONE HARBOR EM MKT TOTL INC,EDI,UN,Closed-End Fund,Equity,BBG0034WJ2K1,BBG0034WJ294,627093881587,EQ0000000025257260
SUNOCO LP,SUN,UN,MLP,Equity,BBG00358KQN5,BBG00358K8S0,627094955903,EQ0000000025349246
MPLX LP,MPLX,UN,MLP,Equity,BBG0035TJGZ0,BBG0035TJGV4,627094084634,EQ0000000025472256
MANCHESTER UNITED PLC-CL A,MANU,UN,Common Stock,Equity,BBG0035WV4S4,BBG0035WV4N9,627094129604,EQ0000000025487329
JAVELIN MORTGAGE INVESTMENT,JMI,UN,REIT,Equity,BBG0035WVJK9,BBG0035WVJF5,627094116010,EQ0000000025487389
ADT CORP/THE,ADT,UN,Common Stock,Equity,BBG003CFK815,BBG003641015,627095123340,EQ0000000025528823
DELEK LOGISTICS PARTNERS LP,DKL,UN,MLP,Equity,BBG0036D8QW7,BBG0036D62Z9,627094198056,EQ0000000025588821
ENABLE MIDSTREAM PARTNERS LP,ENBL,UN,MLP,Equity,BBG005MZVR11,BBG0036FB0H2,627106356746,EQ0000000025598836
CUSHING RENAISSANCE FUND/THE,SZC,UN,Closed-End Fund,Equity,BBG0036FBPN0,BBG0036FBPJ5,627094205175,EQ0000000025598956
NUVEEN ACTIVE ALLOCATION REA,NRR,UN,Closed-End Fund,Equity,BBG0036H7CL2,BBG0036H7CG8,627094220532,EQ0000000025612867
HI-CRUSH PARTNERS LP,HCLP,UN,MLP,Equity,BBG0036PH2Y1,BBG0036PH2T7,627094252103,EQ0000000025639525
PRUDENTIAL GL SH DUR HI YLD,GHY,UN,Closed-End Fund,Equity,BBG0037TDXY8,BBG0037TDXT4,627094449430,EQ0000000025711871
SUNCOKE ENERGY PARTNERS LP,SXCP,UN,MLP,Equity,BBG0038W5650,BBG0038W5614,627094666403,EQ0000000025972399
ZOETIS INC,ZTS,UN,Common Stock,Equity,BBG003932MF0,BBG0039320N9,627097041683,EQ0000000026033823
FIRST TRUST MLP AND ENERGY I,FEI,UN,Closed-End Fund,Equity,BBG0039G9357,BBG0039G9311,627096275799,EQ0000000026226092
GRUPO FIN SANTANDER-ADR B,BSMX,UN,ADR,Equity,BBG0039G9419,BBG0039G93X6,627094766105,EQ0000000026226107
TALLGRASS ENERGY PARTNERS LP,TEP,UN,MLP,Equity,BBG004D94SM7,BBG003B5C0L2,627098699777,EQ0000000026230514
FLEETMATICS GROUP PLC,FLTX,UN,Common Stock,Equity,BBG003B6V5V7,BBG003B6V5Q3,627094885608,EQ0000000026290509
SUMMIT MIDSTREAM PARTNERS LP,SMLP,UN,MLP,Equity,BBG003B91XX1,BBG003B91XR8,627094900485,EQ0000000026304335
DUFF & PHELPS DIVERSIFIED IN,DIF,UN,Closed-End Fund,Equity,BBG003BJ2ZQ1,BBG003BJ2ZL6,627094939188,EQ0000000026336812
BLACKROCK MUNICIPAL TARGET,BTT,UN,Closed-End Fund,Equity,BBG003BPM037,BBG003BPLZZ6,627094983030,EQ0000000026375726
AMIRA NATURE FOODS LTD,ANFI,UN,Common Stock,Equity,BBG003BRKP58,BBG003BRKP12,627095012964,EQ0000000026392609
SCIENCE APPLICATIONS INTE,SAIC,UN,Common Stock,Equity,BBG003BW05R9,BBG003BW05K6,627101789454,EQ0000000026402065
TAYLOR & MARTIN GROUP INC,TMG,UN,Common Stock,Equity,BBG003BW0795,BBG003BW0759,627095023536,EQ0000000026402090
ALON USA PARTNERS LP,ALDW,UN,MLP,Equity,BBG003BY2986,BBG003BY2940,627095050080,EQ0000000026417156
ENERGY & EXPLORATION PARTNER,ENXP,UN,Common Stock,Equity,BBG003CPMHB0,BBG003CPMH66,627095180847,EQ0000000026604547
SILVER BAY REALTY TRUST CORP,SBY,UN,REIT,Equity,BBG003CSGJ81,BBG003CSGJ45,627096672305,EQ0000000026625448
NATIONAL BANK HOLD-CL A,NBHC,UN,Common Stock,Equity,BBG003D8Y879,BBG003D8Y833,627095304667,EQ0000000026725405
SEADRILL PARTNERS LLC,SDLP,UN,MLP,Equity,BBG003FC3ZB7,BBG003FC3YT1,627095697677,EQ0000000026814908
ENVISION HEALTHCARE HOLDINGS,EVHC,UN,Common Stock,Equity,BBG004PMH2W7,BBG003FHPBQ9,627100059092,EQ0000000026843469
DYNEGY INC,DYN,UN,Common Stock,Equity,BBG003FSTZB4,BBG003FSTZ60,627095572933,EQ0000000026884906
CVR REFINING LP,CVRR,UN,MLP,Equity,BBG003FZYF44,BBG003FZYF08,627095619033,EQ0000000026912144
PIMCO DYNAMIC CREDIT INCOME,PCI,UN,Closed-End Fund,Equity,BBG003GFZWJ3,BBG003GFZWD9,627095682746,EQ0000000026970037
STELLUS CAPITAL INVESTMENT C,SCM,UN,Common Stock,Equity,BBG003LB3TN3,BBG003LB3TH0,627096015475,EQ0000000027143327
BRIGHT HORIZONS FAMILY SOLUT,BFAM,UN,Common Stock,Equity,BBG003LFWP41,BBG003LFWP05,627096032984,EQ0000000027153530
FLAHERTY & CRUMRINE PREFERRE,0619030D,UN,Closed-End Fund,Equity,BBG003LLWWQ9,BBG003LLWWL4,627096056232,EQ0000000027163760
WESTERN GAS EQUITY PARTNERS,WGP,UN,MLP,Equity,BBG003M3V276,BBG003M3V230,627096173355,EQ0000000027226236
NUVEEN INT DUR MUNI TERM FD,NID,UN,Closed-End Fund,Equity,BBG003NQ25Q8,BBG003NQ25L3,627096453329,EQ0000000027322574
APOLLO TACTICAL INCOME FUND,AIF,UN,Closed-End Fund,Equity,BBG003NQ4B92,BBG003NQ4B47,627098037192,EQ0000000027322589
AMERICAN HOMES 4 RENT- A,AMH,UN,REIT,Equity,BBG004X82BC7,BBG003NXJNH6,627101041429,EQ0000000027355674
BROOKFIELD MORTGAGE OPPORTUN,BOI,UN,Closed-End Fund,Equity,BBG003NYJ0L9,BBG003NYJ0D8,627097809735,EQ0000000027357299
BLACKROCK MULTI-SECTOR INCOM,BIT,UN,Closed-End Fund,Equity,BBG003P84BM5,BBG003P84BH1,627096581442,EQ0000000027473155
ASHMORE EMERGING MARKETS INC,XEM,UN,Closed-End Fund,Equity,BBG003PB39Y1,BBG003PB39T7,627096596735,EQ0000000027485167
TORTOISE MLP GROWTH FUND INC,0625956D,UN,Common Stock,Equity,BBG003PB3H19,BBG003PB3GX6,627096596764,EQ0000000027485532
TAYLOR MORRISON HOME CORP-A,TMHC,UN,Common Stock,Equity,BBG003PGJHT1,BBG003PGJHP5,627098798152,EQ0000000027521495
ALTISOURCE RESIDENTIAL CORP,RESI,UN,REIT,Equity,BBG003PYJSL6,BBG003PNL0Z3,627096687935,EQ0000000027544932
EATON VANCE MUNICIPAL INCOME,ETX,UN,Closed-End Fund,Equity,BBG003PQCQ98,BBG003PQCQ52,627098053281,EQ0000000027562339
ALLEGION PLC,ALLE,UN,Common Stock,Equity,BBG004T9FH88,BBG003PS7JV1,627100628443,EQ0000000027575544
WILLIAM LYON HOMES-CL A,WLH,UN,Common Stock,Equity,BBG003QD7829,BBG003QD77Y6,627096778305,EQ0000000027672485
FIVE OAKS INVESTMENT CORP,OAKS,UN,REIT,Equity,BBG003QPMJ30,BBG003QPMHR8,627098018399,EQ0000000027748461
PINNACLE FOODS INC,PF,UN,Common Stock,Equity,BBG003QPR937,BBG003QPR8Z4,627097637769,EQ0000000027750226
SEAWORLD ENTERTAINMENT INC,SEAS,UN,Common Stock,Equity,BBG003RYCC36,BBG003RY97K2,627098877736,EQ0000000027903019
NEW SOURCE ENERGY PARTNERS L,NSLP,UN,MLP,Equity,BBG003S1X9X8,BBG003S1X9S4,627097042470,EQ0000000027918237
TRIBUNE MEDIA CO - A,TRCO,UN,Common Stock,Equity,BBG003S44SH0,BBG003S44SC5,627097056146,EQ0000000027923299
NEW RESIDENTIAL INVESTMENT,NRZ,UN,REIT,Equity,BBG004HQLTC5,BBG003T1GM03,627099293143,EQ0000000028033896
WESTERN ASSET OPPORTUNISTIC,0678273D,UN,Closed-End Fund,Equity,BBG003T4JLX0,BBG003T4JLS6,627097150682,EQ0000000028057540
ZAIS FINANCIAL CORP,ZFC,UN,REIT,Equity,BBG003TCRRS6,BBG003TCRRN1,627097168582,EQ0000000028112786
DOUBLELINE INCOME SOLUTIONS,DSL,UN,Closed-End Fund,Equity,BBG003TXW799,BBG003TXW753,627098597020,EQ0000000028248474
NUVEEN INT DUR QU MUN TRM FD,NIQ,UN,Closed-End Fund,Equity,BBG003WMK0D2,BBG003WMJZR2,627097494661,EQ0000000028260110
SIBANYE GOLD- SPON ADR,SBGL,UN,ADR,Equity,BBG0042VRD48,BBG0042VRD02,627097536076,EQ0000000028355920
COHEN & STEERS MLP INCOME AN,MIE,UN,Closed-End Fund,Equity,BBG0043G59J7,BBG0043G59D3,627097631596,EQ0000000028443301
FIRST TRUST INTERMEDIATE DUR,FPF,UN,Closed-End Fund,Equity,BBG0044H28Y2,BBG0043KQ5K1,627098843481,EQ0000000028458705
ABERDEEN GREATER CHINA FUND,GCH/WD,UN,Closed-End Fund,Equity,BBG0043L8QL2,BBG0043L8QF9,627097657297,EQ0000000028463615
LEUCADIA NATIONAL CORP-W/I,LUK-W,UN,Common Stock,Equity,BBG0043MND96,BBG0043MND50,627097667309,EQ0000000028471966
PENNYMAC FINANCIAL SERVICE-A,PFSI,UN,Common Stock,Equity,BBG0043W05X9,BBG0043W05S5,627097700643,EQ0000000028521640
CERBERUS MORTGAGE CAPITAL IN,0703271D,UN,Common Stock,Equity,BBG00440H720,BBG00440H6X8,627098841099,EQ0000000028555766
DIPLOMAT PHARMACY INC,DPLO,UN,Common Stock,Equity,BBG006RWT5H5,BBG00449JPX5,627109454092,EQ0000000028627404
NORD ANGLIA EDUCATION INC,NORD,UN,Common Stock,Equity,BBG0064PH7Q4,BBG0044GGF19,627105765334,EQ0000000028654910
HANNON ARMSTRONG SUSTAINABLE,HASI,UN,REIT,Equity,BBG0044K5FQ5,BBG0044K5DM4,627097834359,EQ0000000028670291
CLEARBRIDGE AMERICAN ENERGY,CBA,UN,Closed-End Fund,Equity,BBG004C4T8Y3,BBG0045YVR61,627098562014,EQ0000000028788267
RCS CAPITAL CORP-CLASS A,RCAP,UN,Common Stock,Equity,BBG00461BHX6,BBG00461BHS2,627098050744,EQ0000000028816619
QUINTANA SHIPPING LTD,QSP,UN,Common Stock,Equity,BBG0068KXQY2,BBG0046HPRF4,627106272662,EQ0000000028931817
KNOT OFFSHORE PARTNERS LP,KNOP,UN,MLP,Equity,BBG0046HZ945,BBG0046HZ552,627098127222,EQ0000000028934372
GUGGENHEIM CREDIT ALLOCATION,GGM,UN,Closed-End Fund,Equity,BBG0047F23B9,BBG0047F2365,627098299303,EQ0000000029102971
BROOKFIELD PROPERTY PARTNERS,BPY,UN,MLP,Equity,BBG004BMM0T4,BBG004BMM0N0,627098503582,EQ0000000029204146
ARES MULTI-STRATEGY CREDIT F,ARMF,UN,Closed-End Fund,Equity,BBG004PKMRX9,BBG004C501J3,627100048625,EQ0000000029333649
EMERGE ENERGY SERVICES LP,EMES,UN,MLP,Equity,BBG004CW1MJ7,BBG004CW18M4,627099199102,EQ0000000029400402
ARMADA HOFFLER PROPERTIES IN,AHH,UN,REIT,Equity,BBG004CYX1S4,BBG004CYX1M0,627098919482,EQ0000000029424473
PHILLIPS 66 PARTNERS LP,PSXP,UN,MLP,Equity,BBG004D379V9,BBG004D379Q5,627098678534,EQ0000000029466374
ELLINGTON RESIDENTIAL MORTGA,EARN,UN,REIT,Equity,BBG004DFMJ25,BBG004DFMB77,627098739465,EQ0000000029518638
NUVEEN FLEX INV INC FD,JPW,UN,Closed-End Fund,Equity,BBG004DQCQM4,BBG004DP99L9,627100198774,EQ0000000029562101
UCP INC - CL A,UCP,UN,Common Stock,Equity,BBG004DSLTH0,BBG004DSLTC5,627098798349,EQ0000000029581386
CST BRANDS INC,CST,UN,Common Stock,Equity,BBG004F0HLD5,BBG004F0HL81,627098840726,EQ0000000029608835
BABSON CAPITAL GLOBAL HIGH Y,0760771D,UN,Mutual Fund,Equity,BBG004F8M1W5,BBG004F8M1R1,627098879422,EQ0000000029676619
ONE INTERNATIONAL REALTY INV,0761014D,UN,Common Stock,Equity,BBG004FCHJH0,BBG004FCHJB6,627098893066,EQ0000000029686330
LIGHTINTHEBOX HOLDING-ADR,LITB,UN,ADR,Equity,BBG004FSXWD2,BBG004FSXW88,627098978868,EQ0000000029785586
VOTORANTIM CIMENTOS SA-ADR,VEBM,UN,ADR,Equity,BBG004FSYDR8,BBG004FSYDM3,627098978955,EQ0000000029786196
DREYFUS MUNICIPAL BOND INFRA,DMB,UN,Closed-End Fund,Equity,BBG004H65XX5,BBG004H65XS1,627099178737,EQ0000000029847257
ABERDEEN GLOBAL DIVERSIFIED,ADG,UN,Closed-End Fund,Equity,BBG004H8LJ55,BBG004H8LJ19,627100357977,EQ0000000029862999
CHERRY HILL MORTGAGE INVESTM,CHMI,UN,REIT,Equity,BBG004HQLJM6,BBG004HQLJH2,627099293050,EQ0000000029906602
AMERICAN RESIDENTIAL PROPERT,ARPI,UN,REIT,Equity,BBG004JF3XV7,BBG004JF3XQ3,627099389136,EQ0000000029979723
THIRD AVENUE FLEXIBLE INCOME,0775681D,UN,Closed-End Fund,Equity,BBG004JF52J7,BBG004JF52D3,627099389164,EQ0000000029980548
QEP MIDSTREAM PARTNERS LP,QEPM,UN,MLP,Equity,BBG004JXHK87,BBG004JXHK23,627099460777,EQ0000000030032451
FRANK'S INTERNATIONAL NV,FI,UN,Common Stock,Equity,BBG004K27P47,BBG004K27P01,627099481084,EQ0000000030046622
CENTER COAST MLP & INFRASTRU,CEN,UN,Closed-End Fund,Equity,BBG004K282P4,BBG004K282K9,627099482613,EQ0000000030047062
CONSTELLIUM NV- CLASS A,CSTM,UN,Common Stock,Equity,BBG004K5PJT7,BBG004K5PJP1,627099499876,EQ0000000030054726
KCG HOLDINGS INC-CL A,KCG,UN,Common Stock,Equity,BBG004QJFLL5,BBG004LHPHY8,627100198771,EQ0000000030113575
LUXOFT HOLDING INC,LXFT,UN,Common Stock,Equity,BBG004M1V2W0,BBG004M1V2R6,627099734526,EQ0000000030277474
FLAHERTY & CRUMRINE DYNAMIC,DFP,UN,Closed-End Fund,Equity,BBG004M1VY50,BBG004M1VY05,627076690326,EQ0000000030279109
SEVENTY SEVEN ENERGY INC,SSE,UN,Common Stock,Equity,BBG006MDLSV4,BBG004M25Z09,627107740192,EQ0000000030302754
KNOWLES CORP,KN,UN,Common Stock,Equity,BBG005CFR3T4,BBG004M8M6J1,627102262061,EQ0000000030315340
IVY HIGH INCOME OPPORTUNITY,IVH,UN,Closed-End Fund,Equity,BBG004MB7C62,BBG004MB7C26,627099760143,EQ0000000030320095
REXFORD INDUSTRIAL REALTY IN,REXR,UN,REIT,Equity,BBG004MB8398,BBG004MB82R0,627099771809,EQ0000000030320570
EATON VANCE FLOATING-RATE IN,EFF,UN,Closed-End Fund,Equity,BBG004MB8MX9,BBG004MB8MR6,627100198788,EQ0000000030320620
PHYSICIANS REALTY TRUST,DOC,UN,REIT,Equity,BBG004MF59M4,BBG004MF59H0,627099776348,EQ0000000030332357
JONES ENERGY INC - A,JONE,UN,Common Stock,Equity,BBG004MKGV06,BBG004MKGTW6,627099806067,EQ0000000030351822
PRUDENTIAL REAL ESTATE INCOM,0814797D,UN,Common Stock,Equity,BBG004N1LZ57,BBG004N1LZ11,627099879795,EQ0000000030403909
GRANA Y MONTERO SA -SPON ADR,GRAM,UN,ADR,Equity,BBG004ND4994,BBG004ND4949,627099921802,EQ0000000030444843
HIGHLAND GLOBAL CREDIT ALLOC,0815826D,UN,Common Stock,Equity,BBG004NFHMJ5,BBG004NFHMC2,627099926773,EQ0000000030454225
HIGHLAND FLOATING RATE HIGH,0815827D,UN,Common Stock,Equity,BBG004NFJG51,BBG004NFJFY1,627099926946,EQ0000000030454305
KKR INCOME OPPORTUNITIES,KIO,UN,Closed-End Fund,Equity,BBG004NRDBK5,BBG004NRD5X4,627099943323,EQ0000000030467471
CONTROLADORA VUELA CIA DE AV,VLRS,UN,ADR,Equity,BBG004NZ9HW6,BBG004NZ9HL8,627099959222,EQ0000000030471142
NRG YIELD INC-CLASS A,NYLD,UN,Common Stock,Equity,BBG004P33YX3,BBG004P33PN3,627100199159,EQ0000000030489398
MIDCOAST ENERGY PARTNERS LP,MEP,UN,MLP,Equity,BBG004PQFK14,BBG004PQFJL5,627100075725,EQ0000000030566896
OCI PARTNERS LP,OCIP,UN,MLP,Equity,BBG004PQFZX6,BBG004PQFZP5,627100080214,EQ0000000030567626
NEW HOME CO INC/THE,NWHM,UN,Common Stock,Equity,BBG004PQG204,BBG004PQG1V2,627100079381,EQ0000000030567666
VAN ECK EMERGING MARKETS MUL,0821008D,UN,Mutual Fund,Equity,BBG004PQN7T4,BBG004PQN7K3,627100079509,EQ0000000030568252
ASHFORD HOSPITALITY PRIME IN,AHP,UN,REIT,Equity,BBG004PW84L3,BBG004PW84G9,627100102292,EQ0000000030601804
WORLD POINT TERMINALS LP,WPT,UN,MLP,Equity,BBG004PW99D0,BBG004PW9986,627100102598,EQ0000000030602294
PRINCIPAL REAL ESTATE INCOME,PGZ,UN,Closed-End Fund,Equity,BBG004QJF9M1,BBG004QJF9G8,627065994743,EQ0000000030668028
GOLDMAN SACHS MLP INCOME OPP,GMZ,UN,Closed-End Fund,Equity,BBG004QJM3J0,BBG004QJM3C7,627100199288,EQ0000000030668543
SPRINT CORP,S,UN,Common Stock,Equity,BBG004S5X422,BBG004S5X3Y9,627100434426,EQ0000000030786031
BURLINGTON STORES INC,BURL,UN,Common Stock,Equity,BBG004S641T9,BBG004S641N5,627101879270,EQ0000000030786651
OUTFRONT MEDIA INC,OUT,UN,REIT,Equity,BBG004S6B059,BBG004S69ZX4,627105260641,EQ0000000030787411
ARDMORE SHIPPING CORP,ASC,UN,Common Stock,Equity,BBG004SCC108,BBG004SCC0R1,627100472683,EQ0000000030839807
ROYCE GLOBAL VALUE TRUST,RGT,UN,Closed-End Fund,Equity,BBG005CBDL81,BBG004SJPGH8,627102246380,EQ0000000030864551
ELLINGTON HOUSING INC,0838102D,UN,Common Stock,Equity,BBG004SNW371,BBG004SNW326,627100513876,EQ0000000030881587
MIX TELEMATICS LTD-SP ADR,MIXT,UN,ADR,Equity,BBG004SZ5RJ8,BBG004SZ5RB6,627100537532,EQ0000000030901084
SANTANDER CONSUMER USA HOLDI,SC,UN,Common Stock,Equity,BBG004T0YC96,BBG004T0YC41,627104361496,EQ0000000030901549
GRUPO AVAL ACCIONES Y VALORE,AVAL,UN,ADR,Equity,BBG004T0ZMK0,BBG004T0ZMF6,627100537656,EQ0000000030901559
OCI RESOURCES LP,OCIR,UN,MLP,Equity,BBG004T7T342,BBG004T7T2Z0,627100616921,EQ0000000030938948
DIAMOND RESORTS INTERNATIONA,DRII,UN,Common Stock,Equity,BBG004T8Y3K6,BBG004T8Y2Z2,627100624679,EQ0000000030944839
TRIBUNE PUBLISHING CO,TPUB,UN,Common Stock,Equity,BBG004TCGFT1,BBG004TCGFN7,627108553014,EQ0000000030977890
CLUBCORP HOLDINGS INC,MYCC,UN,Common Stock,Equity,BBG004TRV899,BBG004TRV5K2,627100683648,EQ0000000031009257
GOLDMAN SACHS DYNAMIC INCOME,0848934D,UN,Mutual Fund,Equity,BBG004TRXHH8,BBG004TRXHB4,627100684006,EQ0000000031009942
THIRD POINT REINSURANCE LTD,TPRE,UN,Common Stock,Equity,BBG004TYNYC2,BBG004TYNXX1,627100722399,EQ0000000031043260
ONE GAS INC,OGS,UN,Common Stock,Equity,BBG005TJ4R74,BBG004WQKD07,627104374948,EQ0000000031136851
WESTERN REFINING LOGISTICS L,WNRL,UN,MLP,Equity,BBG004X07XB2,BBG004X07X59,627100987888,EQ0000000031140891
CIVEO CORP,CVEO,UN,Common Stock,Equity,BBG004XC7MV8,BBG004XC7MQ4,627103824453,EQ0000000031174749
COHEN & STEERS GLOBAL LTD DU,GPF,UN,Closed-End Fund,Equity,BBG004XDZXF9,BBG004XDZX87,627101076825,EQ0000000031189299
PROVIDENCE FLEXIBLE CREDIT A,0852662D,UN,Common Stock,Equity,BBG004YWFBR3,BBG004YWFBL9,627101190949,EQ0000000031266694
NUVEEN A-C ENERGY MLP OPP FD,JMLP,UN,Closed-End Fund,Equity,BBG004YWFDF2,BBG004YWFCY3,627101190918,EQ0000000031266734
SPRINGLEAF HOLDINGS INC,LEAF,UN,Common Stock,Equity,BBG005497H63,BBG005497GZ3,627101443526,EQ0000000031384243
QTS REALTY TRUST INC-CL A,QTS,UN,REIT,Equity,BBG0054B2140,BBG0054B20Z8,627101318327,EQ0000000031389883
RE/MAX HOLDINGS INC-CL A,RMAX,UN,Common Stock,Equity,BBG005544P22,BBG005544NX3,627101449820,EQ0000000031392728
EXTENDED STAY AMERICA INC,STAY,UN,Unit,Equity,BBG0055XMF57,BBG0055XMF02,627101545882,EQ0000000031455202
GABELLI GLOBAL SMALL & M,GGZ,UN,Closed-End Fund,Equity,BBG00562K7Q1,BBG00562K7K7,627105127263,EQ0000000031469814
GLOBANT SA,GLOB,UN,Common Stock,Equity,BBG00564Y489,BBG00564Y443,627101578201,EQ0000000031481461
FIDELITY & GUARANTY LIFE,FGL,UN,Common Stock,Equity,BBG0056G9HL6,BBG0056G9HF3,627103767428,EQ0000000031493640
SESA STERLITE LTD-ADR,SSLT,UN,ADR,Equity,BBG0056HFZZ2,BBG0056HFZV6,627101619430,EQ0000000031498985
EASTMAN KODAK CO,KODK,UN,Common Stock,Equity,BBG0057GTH88,BBG0057GTG80,627101917381,EQ0000000031536927
EP ENERGY CORP-CL A,EPE,UN,Common Stock,Equity,BBG0057K5YD2,BBG0057K5Y79,627101703432,EQ0000000031549798
TIMKENSTEEL CORP,TMST,UN,Common Stock,Equity,BBG006N4NZL6,BBG0057SF1Z2,627107823736,EQ0000000031558884
HILTON WORLDWIDE HOLDINGS IN,HLT,UN,Common Stock,Equity,BBG0058KMJP2,BBG0058KMH30,627103573771,EQ0000000031653006
ESSENT GROUP LTD,ESNT,UN,Common Stock,Equity,BBG0058YL7L3,BBG0058YL7G9,627101885499,EQ0000000031706752
VOXELJET AG-ADR,VJET,UN,ADR,Equity,BBG005915XT7,BBG005915XN3,627101903824,EQ0000000031735998
AMBER ROAD INC,AMBR,UN,Common Stock,Equity,BBG005ZPRFH3,BBG00593JJ37,627105133399,EQ0000000031746205
THL CREDIT SENIOR LOAN FUND,TSLF,UN,Closed-End Fund,Equity,BBG00594CJX9,BBG00594CJR6,627101918507,EQ0000000031754947
KEYSIGHT TECHNOLOGIES IN,KEYS,UN,Common Stock,Equity,BBG0059FN991,BBG0059FN811,627110035235,EQ0000000031762292
AVIANCA HOLDINGS SA-SPON ADR,AVH,UN,ADR,Equity,BBG0059H9PJ6,BBG0059H9PD2,627101960965,EQ0000000031771046
VALERO ENERGY PARTNERS LP,VLP,UN,MLP,Equity,BBG0059H9R02,BBG0059H9QV0,627101960990,EQ0000000031771112
CHC GROUP LTD,HELI,UN,Common Stock,Equity,BBG0059HBGR4,BBG0059HBGL0,627101961508,EQ0000000031771670
CNH INDUSTRIAL NV,CNHI,UN,Common Stock,Equity,BBG0059JSF94,BBG0059JSF49,627101977944,EQ0000000031777149
NOW INC,DNOW,UN,Common Stock,Equity,BBG005BLN245,BBG005BLN209,627105571400,EQ0000000031821764
VINCE HOLDING CORP,VNCE,UN,Common Stock,Equity,BBG005BPGN66,BBG005BPGN11,627102148747,EQ0000000031828430
PLATFORM SPECIALTY PRODUCTS,PAH,UN,Common Stock,Equity,BBG005C4XHW7,BBG005C4XHR3,627102208981,EQ0000000031887223
NEW MEDIA INVESTMENT GROUP,NEWM,UN,Common Stock,Equity,BBG005C9FQX5,BBG005C9FQQ3,627102235843,EQ0000000031900051
58.COM INC-ADR,WUBA,UN,ADR,Equity,BBG005CBLQZ1,BBG005CBLQR0,627102250930,EQ0000000031918673
CATCHMARK TIMBER TRUST INC-A,CTT,UN,REIT,Equity,BBG005CHJCH2,BBG005CHGKM1,627102271828,EQ0000000031940573
CONTAINER STORE GROUP INC/TH,TCS,UN,Common Stock,Equity,BBG005CHSSC2,BBG005CHSS32,627102275598,EQ0000000031942007
ARC LOGISTICS PARTNERS LP,ARCX,UN,MLP,Equity,BBG005CPLRQ8,BBG005CPLRK4,627102317781,EQ0000000031977261
BLUE CAPITAL REINSURANCE HOL,BCRH,UN,Common Stock,Equity,BBG005D0NNC4,BBG005D0NN61,627103081383,EQ0000000032007334
JG WENTWORTH CO-CL A,JGW,UN,Common Stock,Equity,BBG005D0NQJ0,BBG005D0NQC7,627102965266,EQ0000000032007346
